mql_id,seller_id,won_date,seller_orders,seller_order_items,first_order_date,last_order_date,delivered_orders,seller_gmv,seller_freight,unique_products,has_post_acquisition_orders,has_delivered_orders,days_to_first_order,origin,origin_group,first_contact_date,landing_page_id,business_segment,lead_type,lead_behaviour_profile,business_type,days_to_close,days_to_close_valid
9a6b65aedf8177783035f3a53ca21ed1,0975b0dd18febd1008391fa53dff0891,2018-04-18 18:02:08,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-04-11,8515f4df7468489ed6bced112f86e360,party,online_medium,eagle,manufacturer,7.751481481481481,7.751481481481481
4bb1ec1ff58ad39558e8468054bfc469,4fae87d32467e18eb46e4a76a0a0b9ce,2018-07-19 18:06:07,1.0,1.0,2018-08-17 21:45:54,2018-08-17 21:45:54,1.0,100.9,19.9,1.0,True,True,29.152627314814815,organic_search,organic_search,2018-01-13,22c29808c4f815213303f8933030604c,small_appliances,online_medium,cat,reseller,187.7542476851852,187.7542476851852
c34eb63cd098bf4be03d53462d7ecba2,3525be8392a4fa3274c459bcfee41eef,2018-07-04 15:07:27,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-03-10,22c29808c4f815213303f8933030604c,food_supplement,online_small,cat,reseller,116.6301736111111,116.6301736111111
e428d5580f729d23e6070e43c492e424,8b181ee5518df84f18f4e1a43fe07923,2018-04-25 03:00:00,1.0,1.0,2018-05-30 09:21:06,2018-05-30 09:21:06,1.0,27.9,27.08,1.0,True,True,35.264652777777776,unknown,unknown,2018-03-22,0b9430edcbf2d9a95148c806af2b6699,health_beauty,online_medium,shark,reseller,34.125,34.125
e3c91316d8f28b18d96869aebbb7c3ec,d594982fd877af63ace38ea1fca27c76,2018-06-05 17:20:34,7.0,7.0,2018-06-29 18:11:23,2018-08-21 11:11:03,7.0,217.04,92.66,2.0,True,True,24.03528935185185,organic_search,organic_search,2018-05-16,0b9430edcbf2d9a95148c806af2b6699,audio_video_electronics,industry,wolf,reseller,20.72261574074074,20.72261574074074
72e81de94dfc0373b006ca75e9c851a1,2f1e89e231b096f4ff1f55dfe8607a7b,2018-10-31 16:54:59,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-02-21,241f79c7a8fe0270f4fb79fcbbcd17ad,computers,online_medium,cat,reseller,252.70484953703703,252.70484953703703
1cbfa9c878ef8692c1ae21e4cfa11000,90269579385b838ce9bd577dcec278a4,2018-05-30 14:43:50,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-05-25,40dec9f3d5259a3d2dbcdab2114fae47,pet,industry,cat,manufacturer,5.613773148148148,5.613773148148148
b055fc7de322786cd9ddc996cb6e72ff,398cb257329ef7af7f1943a8974a3cbc,2018-03-06 12:25:29,1.0,1.0,2018-07-20 09:42:40,2018-07-20 09:42:40,1.0,145.9,15.47,1.0,True,True,135.88693287037037,organic_search,organic_search,2018-02-24,22c29808c4f815213303f8933030604c,food_drink,online_medium,cat,manufacturer,10.517696759259259,10.517696759259259
a8d2884db49e0769ad4a0b8dce2e143c,d65f74c704563bcb8baa915fbf8cfa1e,2018-09-27 12:31:01,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-03-01,b76ef37428e6799c421989521c0e5077,health_beauty,online_medium,cat,reseller,210.52153935185186,210.52153935185186
d955b97b28c2966211c9de2fe22fefbd,26e2c91ef821e1ff8985f408788fe35b,2018-02-06 15:46:14,12.0,14.0,2018-02-20 09:43:30,2018-07-24 16:11:14,12.0,1649.4,274.47,10.0,True,True,13.748101851851851,direct_traffic,direct_traffic,2018-01-04,a0fbc0263cb98bdb0d72b9f9f283a172,bed_bath_table,online_beginner,,manufacturer,33.657106481481485,33.657106481481485
1d7cc0f1d0b54eac3609c5222246595b,dedcab67899479e4ea5dcc4eba47f587,2018-05-15 18:05:25,2.0,2.0,2018-06-10 22:28:53,2018-08-17 17:59:38,2.0,84.0,21.64,1.0,True,True,26.182962962962964,unknown,unknown,2018-01-16,b76ef37428e6799c421989521c0e5077,car_accessories,online_medium,,reseller,119.75376157407408,119.75376157407408
78f9eb91b8c7b3b3967fab18283ec614,ca4b77513ac2040591b0d8fae6958380,2018-06-11 12:40:42,14.0,15.0,2018-07-15 13:52:04,2018-08-22 10:28:17,14.0,1772.45,201.17000000000002,12.0,True,True,34.049560185185186,social,social,2018-04-06,649b7b8b46b254497e92038d88f6ced8,health_beauty,online_medium,cat,reseller,66.52826388888889,66.52826388888889
20fcec0873b39b4df3df34140d77d6e7,cee3c487c56d29554a22d112af618301,2018-11-14 18:04:19,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-01-12,22c29808c4f815213303f8933030604c,other,other,cat,other,306.75299768518516,306.75299768518516
0a1643cb73c25878cc845d5594059afe,ae9d6bb89361dff26edbccc7e1c2911d,2018-04-27 14:01:33,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-04-17,22c29808c4f815213303f8933030604c,fashion_accessories,online_beginner,cat,manufacturer,10.584409722222222,10.584409722222222
92c7eacf759c266a7663d63876d84223,da3eab58892c04039f4cd5ecb09ae260,2018-03-27 19:14:00,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-03-27,b76ef37428e6799c421989521c0e5077,home_decor,offline,eagle,manufacturer,0.8013888888888889,0.8013888888888889
f72a53e19c3310188cedd074226312c9,6e4a902d1054e4e17aa6eab87fac1c75,2018-06-18 13:58:00,7.0,8.0,2018-08-06 23:49:14,2018-08-21 21:15:52,7.0,586.57,109.13,4.0,True,True,49.410578703703706,direct_traffic,direct_traffic,2018-04-23,7fa6214d82e911d070f51ef79381b956,audio_video_electronics,offline,wolf,reseller,56.581944444444446,56.581944444444446
d25814a309be54d1d2279a4ff921ea28,2d42ebcda99fd55f6f4bc2f1ca035d50,2018-04-11 03:00:00,10.0,11.0,2018-06-24 13:21:50,2018-08-08 13:20:45,10.0,921.5,282.47,3.0,True,True,74.4318287037037,social,social,2018-02-25,88740e65d5d6b056e0cda098e1ea6313,home_decor,online_big,cat,reseller,45.125,45.125
e3ed7cb7b47e4079cb9fef895846b3e2,04843805947f0fc584fc1969b6e50fe7,2018-04-18 16:50:40,1.0,2.0,2018-08-05 14:55:14,2018-08-05 14:55:14,1.0,1400.0,74.76,1.0,True,True,108.91983796296296,social,social,2018-03-26,58326e62183c14b0c03085c33b9fdc44,home_decor,online_big,cat,manufacturer,23.701851851851853,23.701851851851853
413e4eb37de01f40522e28ecdc268639,d9d057968270cdb30c14cba606d5dc90,2018-03-29 17:48:42,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-01-12,22c29808c4f815213303f8933030604c,car_accessories,online_medium,,reseller,76.74215277777778,76.74215277777778
c1e598764329cc9c377ef1d029be8ceb,d4dcd3a31f5f19aea2f258a568517a4f,2018-02-22 13:18:26,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-02-04,22c29808c4f815213303f8933030604c,food_drink,industry,,manufacturer,18.55446759259259,18.55446759259259
9cca8d684240e24dd459f2d439fae30c,28760737b4b82d4479ddff8db5e9f71f,2018-02-27 20:04:12,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-02-14,b76ef37428e6799c421989521c0e5077,pet,online_medium,cat,manufacturer,13.83625,13.83625
0d99b130d767e50e22b528261ffe5550,0dccb6973ef48a00fbcccfe907181ab0,2018-06-11 12:04:11,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-05-29,22c29808c4f815213303f8933030604c,food_supplement,online_beginner,cat,reseller,13.502905092592593,13.502905092592593
7c9ac4388867d4cc3f1cf9c05ad7e944,751e274377499a8503fd6243ad9c56f6,2018-07-30 14:34:51,1.0,2.0,2018-08-20 22:06:10,2018-08-20 22:06:10,1.0,218.0,17.84,1.0,True,True,21.31341435185185,paid_search,paid_search,2018-03-07,40dec9f3d5259a3d2dbcdab2114fae47,audio_video_electronics,online_big,cat,reseller,145.60753472222223,145.60753472222223
2c5d0b35798bffadf8f67ef0af84d183,93a55b2252867fd7df54c78cbd5c6d95,2018-04-02 14:20:33,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-03-23,b76ef37428e6799c421989521c0e5077,construction_tools_house_garden,offline,cat,reseller,10.597604166666667,10.597604166666667
e5860ae00103b3869a25d940345bf0fd,1185ae3e5ac0463c854dad54fc8fc9e1,2018-04-13 12:50:35,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-04-10,b76ef37428e6799c421989521c0e5077,bags_backpacks,industry,cat,manufacturer,3.535127314814815,3.535127314814815
014c073ef65e4a7ef73acd61cf606164,2646baaf662d4d92ac48f047e35db92d,2018-03-23 19:06:54,15.0,18.0,2018-04-29 22:00:59,2018-08-09 19:37:47,15.0,1263.05,286.34,10.0,True,True,37.12089120370371,unknown,unknown,2018-03-22,b76ef37428e6799c421989521c0e5077,construction_tools_house_garden,online_medium,eagle,reseller,1.7964583333333333,1.7964583333333333
3a91a097116d6c8b32d41e0c81dd1e9c,e433f5fd4050e3352b5d83522b7fe24b,2018-04-26 03:00:00,1.0,1.0,2018-08-23 11:45:59,2018-08-23 11:45:59,1.0,548.06,48.71,1.0,True,True,119.3652662037037,organic_search,organic_search,2018-04-05,f017be4dbf86243af5c1ebed0cff36a2,construction_tools_house_garden,online_medium,cat,manufacturer,21.125,21.125
1030d227d3fe9ed0555666c4ffd14ab1,5cc5fe3c6e303fb7656ee7b0ca21ed58,2018-03-12 13:21:11,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,social,social,2018-02-10,88740e65d5d6b056e0cda098e1ea6313,jewerly,online_small,cat,reseller,30.556377314814814,30.556377314814814
1c69de363482d0cbc9b6da97cb49757a,dc64d75cc406bb0697be983831430e60,2018-04-30 21:13:36,4.0,4.0,2018-05-22 15:15:50,2018-08-16 09:41:52,4.0,813.0,92.55000000000001,2.0,True,True,21.751550925925926,organic_search,organic_search,2018-04-13,22c29808c4f815213303f8933030604c,audio_video_electronics,online_small,cat,reseller,17.884444444444444,17.884444444444444
415ae4e297c08fd8790a5b1e1ba8482e,08d1c9478fb0d7d7fcac9c0da4e82fc7,2018-04-27 13:35:00,1.0,1.0,2018-06-12 08:29:53,2018-06-12 08:29:53,1.0,538.0,67.57,1.0,True,True,45.78811342592593,paid_search,paid_search,2018-04-11,22c29808c4f815213303f8933030604c,home_decor,online_medium,wolf,manufacturer,16.56597222222222,16.56597222222222
a55b94066766f2d29fc22a3bb52d78f6,5181ea7b0d346ed14c5c07f0ff22b2b4,2018-09-04 14:15:04,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-02-18,40dec9f3d5259a3d2dbcdab2114fae47,toys,online_big,cat,reseller,198.5937962962963,198.5937962962963
f5da97d441cd42b0b26c10145b71a923,ee2fbacc2fc3794e656cc4d933d59ce7,2018-05-18 18:08:22,2.0,3.0,2018-08-07 14:05:50,2018-08-21 21:36:22,2.0,464.97,53.73,2.0,True,True,80.83157407407407,unknown,unknown,2018-04-11,b76ef37428e6799c421989521c0e5077,small_appliances,online_big,cat,reseller,37.75581018518518,37.75581018518518
682e8ae60182137d74d90ada9e0947d8,7fc87cc3e89b3d1d5cabdca32f8485aa,2018-02-27 19:19:47,14.0,14.0,2018-05-02 12:35:31,2018-08-02 12:06:29,14.0,2153.9,681.92,9.0,True,True,63.71925925925926,paid_search,paid_search,2018-02-22,2228a43ac0bc372e25f9569e69fc9015,home_office_furniture,offline,cat,manufacturer,5.805405092592593,5.805405092592593
77abef21c838da55e14ffc88016ce91f,eba08391609dfda5c016fdd264f9383b,2018-01-12 16:07:27,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-01-05,22c29808c4f815213303f8933030604c,home_decor,online_medium,,reseller,7.671840277777778,7.671840277777778
46d9834fa62209a6504b2aabe46d7bfb,8b3317388df29d5fa94360a486ad3356,2018-02-26 12:45:46,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,organic_search,organic_search,2018-02-16,22c29808c4f815213303f8933030604c,car_accessories,online_medium,cat,reseller,10.531782407407407,10.531782407407407
009ff90f082aaa9fcd6e14caf65c7cc6,134285d1f41da5c13a756ee8142c8a4e,2018-04-03 03:00:00,3.0,4.0,2018-06-10 13:27:42,2018-08-16 21:31:19,3.0,1572.6999999999998,80.93,2.0,True,True,68.43590277777778,paid_search,paid_search,2018-03-19,4aab772aeb9833c170d8ea5413e02eac,car_accessories,online_big,cat,reseller,15.125,15.125
29b97ecc5839e61efb7bdc25e979d8c6,e9e446d01bd10a97a8ffcfc4a3a20cb2,2018-04-27 16:11:57,4.0,4.0,2018-06-05 19:53:27,2018-07-08 19:59:16,3.0,51.15,22.169999999999998,3.0,True,True,39.153819444444444,social,social,2018-04-04,58326e62183c14b0c03085c33b9fdc44,health_beauty,online_medium,cat,reseller,23.674965277777776,23.674965277777776
8d6be534a8bdd08e11efe57c6ce3dd21,6061155addc1e54b4cfb51c1c2a32ad8,2018-04-27 20:44:40,28.0,33.0,2018-06-01 01:20:55,2018-08-26 07:38:38,28.0,15633.4,879.91,15.0,True,True,34.19184027777778,organic_search,organic_search,2018-04-05,22c29808c4f815213303f8933030604c,pet,online_small,cat,reseller,22.86435185185185,22.86435185185185
4979feabd6097fb6100fd36c3c32aae0,bba8d0c234a52b87b3957037a215d1a4,2018-02-22 21:07:50,1.0,1.0,2018-05-04 19:24:09,2018-05-04 19:24:09,1.0,120.0,19.53,1.0,True,True,70.92799768518519,direct_traffic,direct_traffic,2018-02-14,1e884e3078d9978e216a027ecd57fb34,home_decor,online_small,cat,manufacturer,8.880439814814816,8.880439814814816
5985e72b3752e4749926885db1b45be4,044668ccd5316b12a7cf0d54a156e3e9,2018-01-31 21:00:13,3.0,4.0,2018-08-08 17:54:25,2018-08-20 21:07:24,3.0,137.8,53.55,1.0,True,True,188.87097222222224,unknown,unknown,2018-01-23,b76ef37428e6799c421989521c0e5077,food_drink,offline,,reseller,8.875150462962964,8.875150462962964
048bb2f901e2c6f99bc9d26b78b47129,fc813dd7e04b8a1c9c10e8e9c10cd5f9,2018-06-25 19:33:44,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-05-24,40dec9f3d5259a3d2dbcdab2114fae47,music_instruments,industry,cat,reseller,32.81509259259259,32.81509259259259
58caf27a48e7930aefd5437298d64a70,922f6795c9e65f2485d4e63af76586ff,2018-09-21 18:18:15,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-03-23,65d9f9d71e562365e8b44037c2888d98,bed_bath_table,online_medium,"cat, wolf",reseller,182.7626736111111,182.7626736111111
2b094148a9d10109b903715267c4dd14,224167f6e956da2f71c0e8dbdaa8bbf0,2018-03-12 13:14:10,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-02-28,b76ef37428e6799c421989521c0e5077,computers,offline,eagle,reseller,12.55150462962963,12.55150462962963
e5f15cc640c8a7408103dd190ced966c,30a81d8cf85fb2ada1b1b094c9583a95,2018-01-19 16:51:28,17.0,20.0,2018-02-22 01:14:05,2018-08-15 10:14:58,17.0,1245.42,168.1,7.0,True,True,33.34903935185185,unknown,unknown,2018-01-03,b76ef37428e6799c421989521c0e5077,pet,online_top,,reseller,16.702407407407406,16.702407407407406
a15880813bd2f137e9f6922cbb7255bf,7e417525a6ce49b708fd384e580fe3c4,2018-04-03 17:19:55,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,paid_search,paid_search,2018-03-20,e492ee5eaf1697716985cc6f33f9cd9b,home_decor,online_medium,cat,manufacturer,14.722164351851852,14.722164351851852
3bcc8997df233ab581f30dd65f14698c,b6cac2bb2d83cae903e336e6a993c795,2018-04-23 14:31:35,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-04-11,04a75b75d5f4f3a16b0178fbe382da00,car_accessories,online_big,cat,reseller,12.605266203703703,12.605266203703703
afac78e614dac1a1470030ea55c08eef,0ddefe3c7a032b91f4e25b9c3a08fca1,2018-02-09 15:35:51,9.0,10.0,2018-04-12 15:09:11,2018-08-24 12:41:33,9.0,402.9,150.0,7.0,True,True,61.98148148148148,paid_search,paid_search,2018-02-06,22c29808c4f815213303f8933030604c,household_utilities,online_small,cat,reseller,3.6498958333333333,3.6498958333333333
d0b2ef3bdc9ed0fce3d672ec52dc9c00,45dfe11016c782d99a19f93dd34c300d,2018-03-16 14:17:34,0.0,0.0,,,0.0,0.0,0.0,0.0,False,False,,unknown,unknown,2018-03-05,b76ef37428e6799c421989521c0e5077,car_accessories,online_medium,cat,reseller,11.595532407407408,11.595532407407408
496515dec2a1c280f145f6ccb34851fb,6f835fd4be26989b1b064399da346143,2018-04-27 16:09:25,2.0,2.0,2018-05-26 08:26:02,2018-06-18 22:59:35,2.0,197.8,31.450000000000003,1.0,True,True,28.67820601851852,unknown,unknown,2018-04-26,3f3196b43b4af9aafbe878f6a1bbc7bd,audio_video_electronics,online_medium,wolf,reseller,1.6732060185185185,1.6732060185185185
